,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
84182,def0f35e7eeaf2031d59dcca9bd56bc6,110,1,27.9,5,5,5,555
84195,def4d98085d84e247e9d57847e3b1423,48,1,56.1,5,4,4,544
84199,def6003502bb7701e2cdc0cb5af42cfe,47,1,103.0,5,3,3,533
84205,defb0e897773c014ff9bde0035716325,56,1,139.0,5,2,2,522
84208,defc96df9b7447d38ecab4d7b302219f,108,2,39.98,5,4,4,544
84210,deffd3aca3c7bd8f03f3777d0239f903,61,1,81.0,5,3,3,533
84219,df031c1ab49fc29e895a7f319990dd47,82,1,14.9,5,5,5,555
84224,df05a8b6699cafd41f8a5ca0d2eb7e03,82,1,69.9,5,3,3,533
84233,df0ca504291a65e2e7e2c2439fba4b10,85,1,39.9,5,4,5,545
84248,df17ca4a6f77fb1b756e30d6eb9d3be5,68,1,79.0,5,3,3,533
84252,df1b515be145fa461aed3789ebc101d9,116,2,70.0,5,3,3,533
84266,df2554dfedbe850dff2ae6c179fb21b2,57,1,26.5,5,5,5,555
84269,df260d95c577d15b5163902632a1ff39,120,2,89.98,5,3,3,533
84272,df26da0c53de7583fa3ca5a8ba04ae53,107,1,79.9,5,3,3,533
84274,df2939f9c79221e4653ea43744090d21,96,1,171.15,5,2,2,522
84276,df2a5fac390ebf96fd3efa70fe4758c8,55,4,188.76,5,1,1,511
84277,df2af8efbfb8b719e19e7e08d0017759,77,1,1450.0,5,1,1,511
84280,df2cd9d9af76f334696a190d35cc6687,62,1,57.7,5,4,4,544
84287,df326c1806d432cd11ae4ff65c1c2483,60,1,49.9,5,4,4,544
84290,df356cdb085cb42613a303002a1c63e5,103,1,145.0,5,2,2,522
84291,df356d484fd5d357a5db8a7cf0da84f5,67,1,330.0,5,1,1,511
84294,df36c3d696e5167eaf8dad13008e5f3c,69,1,527.9,5,1,1,511
84304,df4058431c8103750dddc04b0b6583f2,74,4,270.0,5,1,1,511
84315,df4b898f23b187ddf234dacbee036bd1,71,1,49.9,5,4,4,544
84316,df4bf0754b4fc36ea13f67b02c5651e4,68,1,119.9,5,2,2,522
84333,df57c18507600c6ed4e010f3ebdc516e,68,1,24.99,5,5,5,555
84346,df616b558a4fd57856183451db38cbbd,57,1,109.9,5,2,3,523
84348,df61d60f81e02f1c9360b1dce03778f1,50,1,69.9,5,3,3,533
84349,df646960391593c3f41cd448d84800c7,55,1,599.99,5,1,1,511
84350,df65599cd5fdaba371377ec2b8d533ce,62,1,124.9,5,2,2,522
84352,df6697e2f4abe368dcd220afddef5746,123,2,30.0,5,5,5,555
84356,df68b16176a400cda1dda3bfa1022760,62,1,30.0,5,5,5,555
84363,df6ceb3f610fdff386d4ec827f7162fb,56,1,99.9,5,3,3,533
84364,df6d93efba53a613bf2365f7945febb0,113,1,79.9,5,3,3,533
84367,df707c24918c1bfecc01f98bb8aa5bcc,60,1,143.88,5,2,2,522
84370,df7204dbebae4a2adc0f87b80bb0f963,64,1,27.99,5,5,5,555
84373,df7429c93b45154990b9a0d40ada45cb,130,1,364.0,5,1,1,511
84375,df754dc98698ef596762561b4a9a9f1a,78,1,299.0,5,1,1,511
84377,df77f41a959a77fa0f3e9b375277106d,71,1,159.9,5,2,2,522
84380,df79fbae197eb69df5ab1be54bc049e6,117,1,110.32,5,2,2,522
84381,df7a84452bd7d6921705ac34f40e864b,110,1,99.9,5,3,3,533
84390,df7ec75663c7db6cc97a8408c0e16e34,96,1,49.0,5,4,4,544
84397,df8127289fba9af36ada908b0a42b538,49,1,20.9,5,5,5,555
84399,df82bea0664349eb5b8a7ef73871fc49,69,1,118.8,5,2,2,522
84406,df86fdd2e6ba6d883347af319dfd45c9,76,1,56.99,5,4,4,544
84421,df92bc4e5ce45359089884512d0d4ece,119,1,78.0,5,3,3,533
84439,df9f496fcdb19beb6351d619c29b875c,75,1,59.9,5,4,4,544
84444,dfa27a9b70d0140ca36bdaf074359abd,70,1,20.39,5,5,5,555
84449,dfa50f00a7e926894dec66844109a59f,120,1,175.99,5,2,2,522
84451,dfa6cbb137405f9c129d27f13fa3b9fc,77,1,319.99,5,1,1,511
84456,dfaae2502e5487b4966db2e8124da577,119,1,39.9,5,4,5,545
84458,dfabe2a9f4e2fc9e248eda9e0d80a369,120,1,1899.0,5,1,1,511
84466,dfaf3ac9723fe17c44a1de7d797ff2e3,85,1,219.9,5,1,1,511
84467,dfb09470a11a58fcc1a8cdd79d5a8dc8,53,1,54.9,5,4,4,544
84473,dfb4280815288634f90fd842753443fe,97,1,79.9,5,3,3,533
84474,dfb4c38de1e1058e452e6d97af70952f,121,1,120.0,5,2,2,522
84475,dfb619c6ba6f2090f0f6e9494dbc0561,70,1,34.97,5,5,5,555
84480,dfba1d9f756dd0de7b16868ff84758c5,63,1,189.9,5,1,1,511
84481,dfbad75de7638cec2c9482cac4a10828,110,1,27.9,5,5,5,555
84483,dfbbddd720e537cd1947405a1a15b585,60,1,39.0,5,5,5,555
84491,dfc2879bfd2e14b8241447c9c9d3c002,109,1,89.0,5,3,3,533
84492,dfc2e5ba198bff36ab53800fd43e0644,102,1,1190.0,5,1,1,511
84493,dfc367771a8b31b609450bf80083a03c,129,1,69.99,5,3,3,533
84495,dfc5a96ced6dc9547e39a2e8e8df2192,109,1,149.0,5,2,2,522
84499,dfcd94e8493dc5b9551c733d5a5e89c3,81,1,99.0,5,3,3,533
84501,dfcde7971c143052874fa2bf1623a3ab,105,1,36.9,5,5,5,555
84506,dfd081b5b9924847379085046ea374e9,76,1,399.0,5,1,1,511
84519,dfdababa38004b4e6620ddee41475c0a,98,1,829.0,5,1,1,511
84522,dfdbe8d0a6644129c9b415cade8ee0b8,74,1,77.9,5,3,3,533
84525,dfde39418d518e2313768cb54f9673a6,63,1,274.49,5,1,1,511
84532,dfe533d0707629488eb4571a6dd315cd,50,1,132.0,5,2,2,522
84534,dfe6428349699e108327e82801ff912e,50,1,799.9,5,1,1,511
84536,dfe71893a18391e8e6011db86672d067,124,1,49.9,5,4,4,544
84539,dfe9ac4c1f62211a550f6979937c91e4,116,1,299.9,5,1,1,511
84540,dfe9b8ef242ad589cc5b5ec521045c1b,85,1,99.0,5,3,3,533
84560,dffcdbb73deaa08c8811c4d541c538a2,113,1,118.13,5,2,2,522
84599,e019c5cece8b3842ed7335d88bdab190,82,1,485.9,5,1,1,511
84603,e01bbe0abd11eee8748f2f376d15919b,118,1,52.58,5,4,4,544
84609,e01e9c45a4dc4ef2cbfb266fd92afaab,111,1,109.9,5,2,3,523
84612,e0213fab18b29329e69cbe1f365e99ab,79,1,330.0,5,1,1,511
84616,e0232cdbaf4e7f5abe9cbc566a0e9022,53,1,20.0,5,5,5,555
84618,e0238838a5325f1c2c2646a66109ff89,98,1,35.9,5,5,5,555
84620,e024d0495b6a3a0ad665becb6452206f,113,1,32.89,5,5,5,555
84623,e028afd98183a3e4c189bc75e65d1b22,127,1,50.0,5,4,4,544
84626,e02bd72de8a4b5f8ce982f24a4688b8c,119,3,239.70000000000002,5,1,1,511
84627,e02c5d44fb7541a69f8af6a52d1b35a4,48,1,230.0,5,1,1,511
84628,e02c67c745a0ed9e6b0a907408503e2e,77,1,72.0,5,3,3,533
84630,e02ca2aa7caad49e0b4b540e2344d983,121,2,110.0,5,2,2,522
84633,e02f44d7cbe1d2ab287b7f52ad26620e,118,1,320.0,5,1,1,511
84636,e02fa85f41de6f8e420b317a7e3444a4,118,1,109.99,5,2,2,522
84639,e031764f2e443bb3e7d8c54c3421a5f2,49,1,18.0,5,5,5,555
84644,e035b640fc55b9c4c1ea81e244a51ecb,48,1,249.0,5,1,1,511
84646,e0371feeca60d2f50eedb7a969eff167,64,2,352.0,5,1,1,511
84651,e039f33d0ff33668abede4459ebd395a,130,1,9.9,5,5,5,555
84657,e03ee7086800060d0fe29ee6e4112a47,96,1,17.99,5,5,5,555
84674,e04d7e850a68d1bc6dd43fc04cf505bb,76,1,139.0,5,2,2,522
84675,e04d99995856fdb1172314dbce6e0fc8,110,1,1099.0,5,1,1,511
84676,e04eadea44fe5a15a476ee93f08f4348,88,1,49.9,5,4,4,544
84680,e04fc9722632182bd8740b612e764f2f,53,1,119.0,5,2,2,522
84688,e054ddeabd063a5f32a0f0ed5909deb0,55,3,114.0,5,2,2,522
84696,e0590ae33ae1abecc19065b910364d75,81,1,44.85,5,4,4,544
84708,e05fe625a8717639ef689568e9971a36,50,1,189.9,5,1,1,511
84719,e067c5f0b3c6eacbeec80ba912dd913b,82,1,199.9,5,1,1,511
84720,e0687401f071bb242facb170a3fa577c,113,1,119.9,5,2,2,522
84730,e07317728c676686faedfe41304c7fbd,49,1,79.99,5,3,3,533
84735,e07557a200138bd02c877d6d7ca87db4,77,1,39.9,5,4,5,545
84745,e07aeffead50e50b8d795fd124fd3241,96,1,65.0,5,4,4,544
84746,e07b59a7108cd76e53e18fe3748394ee,67,1,80.0,5,3,3,533
84747,e07b6d73f942bcb256228f5717f33537,81,1,105.0,5,3,3,533
84748,e07ba807ef33bcc2cb7e25dbafdd6a61,116,1,16.49,5,5,5,555
84750,e07ed8d755fb3e982429fee3841ac478,75,1,570.0,5,1,1,511
84757,e0844d74d286167ac9cf10d02cda2bfc,79,1,15.0,5,5,5,555
84763,e0883b000f22acea52d0256b5a866968,56,1,301.17,5,1,1,511
84775,e0912ca815ed2c022ecca985e61260e5,113,1,79.9,5,3,3,533
84788,e09b9512729d319c7e9ec653dfcbd076,70,1,37.0,5,5,5,555
84789,e09bddc2b1cb1ef0e2e4829e02303212,123,2,164.99,5,2,2,522
84791,e09c6265f1f8647749be9898aa511e98,59,1,199.9,5,1,1,511
84795,e09e517bff3f066d606397fd04f374e0,82,1,32.9,5,5,5,555
84800,e0a070c6b15f3b5aadb766827921ecf6,78,2,59.8,5,4,4,544
84802,e0a1ffd73a9bfb889d91a9dfca16ee80,68,1,229.99,5,1,1,511
84804,e0a4b1bdda646082dbae9a0e633bf326,54,1,23.0,5,5,5,555
84805,e0a52aec64e9937f76fe0b2465d12b94,126,1,105.0,5,3,3,533
84814,e0ae8a3a141d851bc25a2034dd966792,110,1,579.9,5,1,1,511
84816,e0afe6aecb9f6406541ff71b13fd9aa9,85,1,149.0,5,2,2,522
84825,e0b51ab4363c175e59f94dd700050a67,75,1,35.19,5,5,5,555
84828,e0b6289d157d47514338fc62360d469f,64,1,19.9,5,5,5,555
84831,e0b89d3345cbf9eaaa1bb96aef164b22,68,1,299.0,5,1,1,511
84843,e0c16bf3f9dcc2303aac70772701268e,82,1,148.8,5,2,2,522
84846,e0c699c921f40e59216aec9d5b909f43,77,1,105.0,5,3,3,533
84849,e0c8e9052318576da8ce43f3d0653f9f,71,1,109.22,5,3,3,533
84853,e0cbbba7a2fa78ffe362f2e99a750d7f,83,1,166.9,5,2,2,522
84854,e0ccf8593940f024a01f6946a0a8e34b,84,2,100.4,5,3,3,533
84855,e0cd116b437ed2501f7b271190b7948f,55,1,429.99,5,1,1,511
84856,e0cd956b5c6d7ca73cf45c57fdb4e985,71,1,26.9,5,5,5,555
84861,e0d04bfddd887072500d8f6bec005f79,57,1,80.0,5,3,3,533
84862,e0d060bdc77f63ff3947e1f383393730,109,1,149.99,5,2,2,522
84864,e0d1023b561a622376880bc03708af44,112,1,22.32,5,5,5,555
84866,e0d2d4e53864660490ab5c6d78fb7555,55,1,122.99,5,2,2,522
84870,e0d4e81ca397eea8ba6a5e9d877aba4d,118,1,119.99,5,2,2,522
84877,e0dc8ea464de23db3b4aa5fa6ae07cc3,81,1,24.89,5,5,5,555
84878,e0dd320157a7f8f023cdf6a7b7eeed8e,69,1,98.0,5,3,3,533
84881,e0df09301eb72eb304928306a86fe018,62,1,39.99,5,4,4,544
84894,e0e553d46d86daa33b733b1fd2687731,91,1,14.9,5,5,5,555
84895,e0e5bac5bb3c53c8d9a91aa09b3edbef,56,1,116.9,5,2,2,522
84897,e0e81d6dafebf0a0cbb332a231fc95f0,119,1,75.0,5,3,3,533
84898,e0e963615f0a720d9af7aba91af934c0,112,1,78.99,5,3,3,533
84904,e0ed7435a85ba0ec18890961c9ed4d9e,113,3,299.70000000000005,5,1,1,511
84905,e0ee313422d91ee55fd1b35d60e5fdd9,99,1,34.9,5,5,5,555
84915,e0f4b0b83c7a96648a38e1f0820ce120,48,1,385.0,5,1,1,511
84923,e0fb20baf67827e3900f8b8e3f7b4a51,38,1,109.0,5,3,3,533
84924,e0fb79ab94350c473cb5d712edb01821,64,1,48.9,5,4,4,544
84935,e1009ae00e0fe8f7212a66210478c6c3,81,1,49.0,5,4,4,544
84941,e103fb520157dd48c4828df29d466e50,50,1,18.9,5,5,5,555
84944,e1064a318037f1d70363feff64dd5191,49,1,43.99,5,4,4,544
84945,e1067f71121e6de6102b10bcef4b3e2d,83,1,125.99,5,2,2,522
84948,e10711e2c6acbe40d4fa6ad9a5bf647c,75,1,112.8,5,2,2,522
84955,e10ac2ae672e997ee64303b7f1befd1e,69,1,78.0,5,3,3,533
84977,e11ae7b2848f4b2351a3f81350d2cddb,70,1,49.9,5,4,4,544
84980,e11b6fe01de40f2b7fadd6fb0c01985b,68,1,170.0,5,2,2,522
84987,e1220cc414aac1eca24ea42ee3cb5d29,70,1,39.99,5,4,4,544
84990,e123e4ba94ecaa31147de27b7823547a,60,1,69.0,5,4,4,544
85003,e12bf82749c738ad8e5fb1c11a50ebf6,97,1,76.9,5,3,3,533
85020,e1384829a4a5610becdca3046dc6c232,111,1,330.0,5,1,1,511
85022,e139948a02a65f3d63dca4169cd990b8,116,1,117.0,5,2,2,522
85023,e1399f4341a6626ef5072e449e2edac6,71,1,369.0,5,1,1,511
85026,e13a5ed086aacc9b2b7466c78645b468,48,1,49.0,5,4,4,544
85036,e13f009104ff6db9e8722ff60788a3c7,55,1,139.9,5,2,2,522
85038,e141589a49c9b47c23e8c232a391438d,82,1,49.9,5,4,4,544
85047,e14c2ef3e65d7a7e969506ddaeaef140,98,1,49.99,5,4,4,544
85050,e14d6fb5ebfedb959887187908dbfb8a,126,1,64.99,5,4,4,544
85057,e150059980c5dec1705b169f2be39044,116,1,149.0,5,2,2,522
85064,e155239b84f65a2131ab4ade06f9fcb2,53,2,220.64,5,1,1,511
85067,e156bebab621b24c406b0e48bdae60ee,130,1,49.9,5,4,4,544
85070,e1590b7d981e0275dbbc1f44e0649716,109,1,90.0,5,3,3,533
85075,e15b828d1b58ab5b36b8fbe9ec3e6d04,70,1,69.99,5,3,3,533
85076,e15b9252f5d59b7d2ad00f01909ad1ae,60,1,12.88,5,5,5,555
85083,e15fc5eebbb46681049d28f79fde5419,46,1,151.72,5,2,2,522
85090,e16470b87375801e2d9e881764b7305e,109,1,388.9,5,1,1,511
85095,e1692eb72952a0a14c8abe0af6416b8f,68,1,72.0,5,3,3,533
85117,e175dcb4b025365a33467693abf7b4ca,126,1,765.0,5,1,1,511
85118,e177da54a5ae8634501dfb4adde619b1,49,1,249.0,5,1,1,511
85119,e177e4a8061e528696ed9e5f54ee92c6,78,2,158.36,5,2,2,522
85121,e1785c14638ae4ba1af6b80b9a123ce3,69,1,53.49,5,4,4,544
85124,e17afd09a7415bfaea4762a63683b83e,105,2,399.8,5,1,1,511
85126,e17c430a1d0915470406bb0e65bb6d83,97,1,219.9,5,1,1,511
85129,e17f21a7f5dfaa820286567ccd5c96be,112,1,120.9,5,2,2,522
85131,e17fbd2f4fd5efb2fec96e91cf9b20de,56,1,29.7,5,5,5,555
85132,e17feb0f580f7f763ccb5684dd52cb1e,63,2,119.8,5,2,2,522
85135,e181b4b143315372522c1c34b5eeebc8,119,3,161.7,5,2,2,522
85138,e183c0716e28ed5302eb1a3bf6d316b0,109,1,34.0,5,5,5,555
85144,e189c894a1fb377f16d96b3ecbab9829,69,2,100.0,5,3,3,533
85154,e192295a80bc140473d53f22afc589f4,116,1,130.0,5,2,2,522
85156,e19274edf7a9c51689822810be84c9e9,122,1,84.0,5,3,3,533
85157,e192997c0b0792b8ba9e8364d063046a,73,1,64.99,5,4,4,544
85158,e192a4b7a58ae822f25638fb7e0935fb,116,1,18.49,5,5,5,555
85168,e19a18812eb4e4fadf5db16932c2595b,102,1,249.0,5,1,1,511
85178,e1a09507357e73def87e4fcf5df4b00c,78,1,38.4,5,5,5,555
85185,e1a66c81cd7d20ecf12f40679b70eab2,47,1,99.0,5,3,3,533
85187,e1a734dcac8e67ac23fa1102fa8cbb79,112,1,64.9,5,4,4,544
85193,e1a81b9db2bc308ffc7e2ee4f70dd22b,70,1,95.0,5,3,3,533
85195,e1a9260002f958ad5765a6e85172e0ae,87,1,85.39,5,3,3,533
85198,e1aa8d411fb0399eabfa209b16b87bfe,64,1,150.0,5,2,2,522
85203,e1acb24c641c58eb83c5bbcf4740dfe4,60,1,110.0,5,2,2,522
85204,e1acd257a377d00f70710a438c472cb5,57,1,64.0,5,4,4,544
85207,e1b1416cc9565ebdb336ddaf12fd9229,82,4,65.0,5,4,4,544
85208,e1b145fb2721ec02df6d081570bf2ad6,54,1,69.9,5,3,3,533
85211,e1b2a251d64316a2e41c4d0693b2f67d,111,1,118.7,5,2,2,522
85216,e1b7d36c6112647b0f4e0c3bd46085bd,95,1,99.9,5,3,3,533
85230,e1bfc96132ebd948ec1d6a5deb2ef2d5,57,1,228.0,5,1,1,511
85234,e1c2e7709607368c7521d59f4e250092,62,1,65.9,5,4,4,544
85237,e1c41b00a132aba2fd305da3ec4aab06,120,1,129.97,5,2,2,522
85240,e1c759e7abad6f49c2cfec93966eeb17,88,1,32.9,5,5,5,555
85242,e1c828a8bb2e4d96ea7ab8542865f103,110,1,144.9,5,2,2,522
85247,e1cb13d47d802da7d23d6253ed8d7959,63,1,49.0,5,4,4,544
85252,e1cc911510f96b0129938a5f8bee2fdb,54,1,257.0,5,1,1,511
85253,e1ccb7645c1d9af9b91b6d521e0ba64a,47,1,17.9,5,5,5,555
85256,e1cd35b190e8d2206aaaa67610b15b68,116,1,149.9,5,2,2,522
85263,e1d4f9b115810a63ce6b0dea47172847,67,1,179.0,5,2,2,522
85268,e1da85c44ec16ca1c253fec643d257ab,56,1,1690.0,5,1,1,511
85269,e1da8ad2215e8145aa8193f50be94c47,88,1,64.99,5,4,4,544
85273,e1dfaae415bf74e473403a8fd04ba7d1,111,3,296.70000000000005,5,1,1,511
85277,e1e2548b6530546bddddc6dc623c6281,120,4,37.400000000000006,5,5,5,555
85288,e1e9c6c6d5367dc3df911247300e644f,125,1,229.0,5,1,1,511
85289,e1e9c7c539b9c41b94f408473000c75e,71,1,199.0,5,1,1,511
85290,e1eb1564d978810991cf5efaa2d3dac8,106,1,112.99,5,2,2,522
85292,e1eb3c7b3b41539a48dcdd3b4367457e,60,1,478.04,5,1,1,511
85295,e1ec5ddd749cd760a0c408a40ae5a4a3,118,1,137.2,5,2,2,522
85296,e1ecd9067948f47eb91b3adcf198c878,99,1,24.99,5,5,5,555
85298,e1ef3cebaae1e789788698989cfcc210,106,1,99.9,5,3,3,533
85299,e1f0628e6af27a0bc119d2e597c619bb,50,1,28.99,5,5,5,555
85301,e1f176e360611b9c6783b86bd8988df3,75,1,110.32,5,2,2,522
85302,e1f1a6e71d316439cc80fde0b1009230,111,1,115.7,5,2,2,522
85313,e1f8dc9e6f8e31d52490a40ebc94572b,110,4,220.0,5,1,1,511
85314,e1fa3e11507423349f9e0833b9698b2e,110,2,139.8,5,2,2,522
85318,e1fdfa0695ef19dbfa1018d021dec182,118,1,750.0,5,1,1,511
85330,e20a0968702ce304cc5f98ad6094ee18,63,1,54.0,5,4,4,544
85333,e20a8efbe31057290a4aff93ba9dedb5,47,1,11.97,5,5,5,555
85337,e20de059c02d45a71c345589a4eef8df,84,1,88.0,5,3,3,533
85343,e21140b243e65c32bc3d57f01ee1b30c,81,1,28.9,5,5,5,555
85346,e2118da5dede84095fa3d95920c68836,77,1,60.0,5,4,4,544
85353,e215e63f573b24af6225dd76e2119c42,67,1,169.99,5,2,2,522
85354,e21631cf89068c1a6701da5937caceef,55,1,950.0,5,1,1,511
85357,e216c616176e9d3cbf36a5c5ed88b580,63,2,36.98,5,5,5,555
85361,e217d743b426efd03312d4a04d1dedfe,53,1,238.99,5,1,1,511
85362,e21944bc1d3f9b04ed504bb6732a3198,118,1,80.99,5,3,3,533
85370,e21e09c974438b29525fc0e318648258,60,4,41.1,5,4,4,544
85371,e21fd6f2baa260c6db9b311cbd213864,63,1,14.99,5,5,5,555
85388,e2296cf6cb7592ec351337ad27a9e760,76,1,148.9,5,2,2,522
85389,e22aed657258e707c7bfdaf734971ba0,70,1,22.32,5,5,5,555
85398,e22f6f7375ce901862749066baa3b410,68,1,179.9,5,1,2,512
85400,e231c680c83114969e2b559abcc7de68,73,1,136.76,5,2,2,522
85402,e234cd9396872f2de40b139ccedddd11,53,1,59.0,5,4,4,544
85405,e239226c9cf95ea632088e498f9ab858,80,1,149.0,5,2,2,522
85410,e23cfe8665fa4689102b0717aa28b50c,70,1,139.2,5,2,2,522
85414,e2407f57451ea4c3800bac917115ebc8,103,1,79.99,5,3,3,533
85418,e2422f56e6dd19624c27b58c1d622d42,124,1,149.9,5,2,2,522
85419,e242cc31bb959efeb371ef849627593f,77,1,229.9,5,1,1,511
85421,e2436ba9192da3fdf16eaaf26d17468d,77,1,195.0,5,1,1,511
85425,e2459d3d54b43b69025c937805fda247,76,1,585.0,5,1,1,511
85431,e24afd292df4c36dca1a8e419dfc7bc0,74,1,56.5,5,4,4,544
85433,e24c0945fa2087c097670b25251de11d,97,1,29.9,5,5,5,555
85439,e24fceba7ac4b1b1cd1884f05ba68e9d,103,1,108.99,5,3,3,533
85442,e252b21abdef0221ff17b5d09b2af0bb,82,1,106.99,5,3,3,533
85457,e25ad70eebc7d2690049c448e2fae941,108,2,106.0,5,3,3,533
85461,e25c5deefe6b7e4740265442544e59f5,124,1,36.75,5,5,5,555
85462,e25ce664a7a85e7ab17848a978b452e0,116,1,79.99,5,3,3,533
85464,e25f3c0da7eeb0dd9bb46770cd17a61f,95,1,149.0,5,2,2,522
85475,e2696f174d3800f8f86fca7d33a82018,67,1,189.9,5,1,1,511
85477,e26b9c4b85923dcabcf02312427b75f5,47,1,280.0,5,1,1,511
85481,e26eb46e8146dedecc6524e5d9771047,55,1,129.9,5,2,2,522
85482,e26ff684f072838193772ca5506a1d04,68,1,49.9,5,4,4,544
85483,e2702eb58f552bd906ab108235cab698,94,1,68.9,5,4,4,544
85486,e2718ad6471c175b7ac38890ea8db4b7,76,1,155.97,5,2,2,522
85493,e274a4472f8b3ceac646447f71d3afce,47,1,69.9,5,3,3,533
85503,e27c12dc6178ba111a48e4fe8deaca15,49,1,94.9,5,3,3,533
85504,e27c13a71b8c090c5df94f96471e7994,64,2,99.82,5,3,3,533
85517,e28342a4db3c563f3240768ca71af4c4,106,1,35.9,5,5,5,555
85529,e28bfc9e45a64c306ae48abfb02e573e,61,1,199.0,5,1,1,511
85534,e28eb9092b15da1e8ad79eed5ccb6912,53,1,49.0,5,4,4,544
85537,e28f89822f6d7825420555ffd0b48ec1,104,2,127.4,5,2,2,522
85539,e291006078a197e3e671f521e7a2da9b,64,1,74.99,5,3,3,533
85540,e291edf34157e0773966d8df69674414,50,1,189.0,5,1,1,511
85557,e29cc4f41448009e410f26c706020fce,117,1,179.0,5,2,2,522
85560,e29db470e294c6f8adcf5371d3c5ad07,120,1,26.9,5,5,5,555
85561,e29eb61a92e3a863fa3d462ddd062365,68,1,40.9,5,4,4,544
85569,e2a4a6f0fa0aa313974d5a53879a8218,67,2,329.8,5,1,1,511
85574,e2a970af77a3457a621dac37b1fe2208,70,1,185.9,5,1,1,511
85578,e2aaac764021d16f6585598a89c5e583,103,1,19.99,5,5,5,555
85584,e2b1659804e5718b7c5243e68f5b4df9,64,1,49.9,5,4,4,544
85585,e2b23b5346debd052a2750aca8834ea4,127,1,179.9,5,1,2,512
85586,e2b3cf60eee891a56eda93f5ae37ad68,62,5,134.5,5,2,2,522
85600,e2bdb59e52b9c278e2e0a651c4f40ae6,62,1,99.9,5,3,3,533
85617,e2cbdb854a28ff842deb8592e8ef834f,81,1,19.9,5,5,5,555
85619,e2ccd88ee72187cef52de491449cd034,75,1,74.9,5,3,3,533
85623,e2d332efaa3c6f6c394d00ee57547fec,82,1,14.99,5,5,5,555
85629,e2d9a04b85d3305106f1572f2b0cad37,97,1,75.0,5,3,3,533
85638,e2dc5811df11785799b8d6f1cf883f78,71,1,119.99,5,2,2,522
85641,e2dfb3ace8e284559592771149dc9438,104,1,303.6,5,1,1,511
85642,e2dfdb0818021b6bbc677390b9c42674,81,1,79.9,5,3,3,533
85647,e2e3404315182f704a25f3e4f4c45109,83,2,76.0,5,3,3,533
85653,e2ea5d3c88c24ad6e25e013caf2a3606,67,1,59.0,5,4,4,544
85657,e2ee1fe3a75eef46de494b0680d31036,82,1,99.99,5,3,3,533
85659,e2ee7c7bdeaba94d4dcca33293dc2ab5,76,1,24.5,5,5,5,555
85664,e2f0a1baa756cddbbfdd66856ecd91de,82,1,129.97,5,2,2,522
85665,e2f19e9b81bf91b8582ee89d85312dc6,110,1,89.9,5,3,3,533
85667,e2f2b94effb9d9eab0905a9b38b35f8e,60,1,364.0,5,1,1,511
85677,e2fe3fe92da7cfb1115664a4f48446b9,49,1,94.99,5,3,3,533
85683,e300712bbfeb74952732bfb9a54912e5,48,1,82.98,5,3,3,533
85686,e3036be0afef4dc58d7d95e737ffde01,125,1,89.0,5,3,3,533
85689,e306a71f877d647cbddd890e019723a3,76,1,29.99,5,5,5,555
85712,e313546dbba6949c750c058d3ee6a7db,114,1,35.9,5,5,5,555
85722,e31c5000fbee5b79061e5c07f848bfbe,127,1,78.0,5,3,3,533
85724,e31c8fe91d2166f85f9363713fcc77d1,75,2,105.9,5,3,3,533
85738,e326c9d1b7d81a887e93483918119f9d,126,1,27.99,5,5,5,555
85740,e328b8959b9167b1106d4108c3ef0b92,127,1,85.9,5,3,3,533
85742,e32964dbb1ef9fcd089eaea349e3766a,66,1,150.0,5,2,2,522
85744,e32a0bbb991b6d310e3f70e6e5526807,103,1,180.4,5,1,1,511
85749,e32daa14dfa90eff675034dc7d462cf3,129,1,34.9,5,5,5,555
85751,e32e9fcffdbc48d88fa2788d44caf137,127,1,31.9,5,5,5,555
85767,e3396866db806ab204f8b769bbca8e35,49,1,179.0,5,2,2,522
85774,e342cc220c9ce03ad61939a23e6571fd,47,1,30.0,5,5,5,555
85780,e346b26187c9fd7380d7cb6b11a0581e,85,4,71.6,5,3,3,533
85783,e3493ef4ec671df3be783e7669eb71a4,85,1,225.0,5,1,1,511
85786,e34aebde692d331d54140c5dea6689d6,63,1,229.9,5,1,1,511
85796,e350a18244c16257e0bac342c17e3d1a,47,1,14.9,5,5,5,555
85797,e352109d03e19b783b09b739a370a5f3,57,1,109.0,5,3,3,533
85798,e35269e6b2b4ad71d56e93225fa58879,84,1,99.9,5,3,3,533
85801,e3543bddb221608d95f8d29b44a447bb,54,1,45.9,5,4,4,544
85805,e35998e9688518ac4b2098a9c159e8b4,106,1,64.99,5,4,4,544
85812,e3601bcd9f1d4419789047745331e7ce,67,2,238.0,5,1,1,511
85815,e3626e5e4456891fae423283d82e040e,117,1,129.0,5,2,2,522
85825,e3675484b0ca35cb2ffddb7ab5258a9c,105,1,33.49,5,5,5,555
85834,e36bfd34e63416370982b812ce3a8525,78,1,22.0,5,5,5,555
85837,e36d98b48eb5d1b52eef30063bef6924,67,1,92.5,5,3,3,533
85839,e36ec26bae335f7b13951d6897b8802f,117,2,220.64,5,1,1,511
85842,e370a74b55f19bf8ca82b0dfd5b3e396,127,1,103.9,5,3,3,533
85844,e37203fe90f4ea599df8375de9caa9dd,49,1,74.99,5,3,3,533
85858,e377314dfa6e23684f1fae454fe8d8d0,63,1,56.54,5,4,4,544
